W3ALCD,Doing_Business_As,Restaurant_Address,Inspection_Date,Major_Violation_Improper_Holding_Temperature,Minor_Violation_Improper_Holding_Temperature,Major_Violation_Inadequate_Cooking,Minor_Violation_Inadequate_Cooking,Major_Violation_Personal_Hygiene,Minor_Violation_Personal_Hygiene,Major_Violation_Contaminated_Equipment,Minor_Violation_Contaminated_Equipment,Major_Violation_Unsafe_Food_Source,Minor_Violation_Unsafe_Food_Source,InDbDate
FA0001758,BERKELEY BAGELS,"1281 GILMAN ST
BERKELEY, CA
(37.881533, -122.290395)",10/01/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000199,TRATTORIA LA SICILLIAN,"2993 COLLEGE AVE
BERKELEY, CA
(37.856327, -122.252978)",02/19/2019,0,1,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0000442,900 GRAYSON,"900 GRAYSON ST
BERKELEY, CA
(37.855317, -122.292357)",09/14/2018,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000673,LOVE AT FIRST BITE,"1510-G WALNUT ST
BERKELEY, CA
(37.880013, -122.268142)",12/14/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0002012,WESTSIDE ORGANIC CAFE,"2570 9TH ST
BERKELEY, CA
(37.859242, -122.291382)",12/06/2018,0,1,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0000039,AU COQUELET,"2000 UNIVERSITY AVE
BERKELEY, CA
(37.871828, -122.270516)",08/29/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001508,CASK ON COLLEGE,"3185 COLLEGE AVE
BERKELEY, CA
(37.851534, -122.252503)",09/07/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000480,VITAL VITTLES,"2810 SAN PABLO AVE
BERKELEY, CA
(37.855764, -122.287912)",12/04/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000118,DA LIAN RESTAURANT,"1674 SHATTUCK AVE
BERKELEY, CA
(37.877056, -122.269009)",08/14/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000163,CHIPOTLE MEXICAN GRILL,"1050 GILMAN ST
BERKELEY, CA
(37.880312, -122.296641)",09/25/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000157,SAN PABLO MINI-MART,"1580 SAN PABLO AVE
BERKELEY, CA
(37.875412, -122.294246)",02/05/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001848,POKE PARLOR,"2485 TELEGRAPH AVE
BERKELEY, CA
(37.86538, -122.258493)",11/13/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001815,PLENTEA BERKELEY INC.,"2430 DURANT AVE
BERKELEY, CA
(37.867606, -122.260573)",11/08/2017,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001364,KING DONG RESTAURANT,"2429 SHATTUCK AVE
BERKELEY, CA
(37.865082, -122.267425)",10/19/2018,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001853,ALGORITHM COFFEE,"1122 UNIVERSITY AVE
BERKELEY, CA
(37.869183, -122.291066)",10/22/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001860,HAPPY LEMON BERKELEY,"2106 SHATTUCK AVE
BERKELEY, CA
(37.871054, -122.268275)",11/27/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000343,ALMARE,"2170 SHATTUCK AVE
BERKELEY, CA
(37.869942, -122.267977)",09/10/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001774,"PRIME NOW, LLC","1000 FOLGER AVE
BERKELEY, CA
(37.850444, -122.288866)",12/03/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000202,HANA JAPAN STEAK HOUSE,"235 UNIVERSITY AVE
BERKELEY, CA
(37.865605, -122.308607)",06/11/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001919,POULET,"1685 SHATTUCK AVE
BERKELEY, CA
(37.876745, -122.268862)",08/29/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001078,COMAL,"2018 SHATTUCK AVE
BERKELEY, CA
(37.871643, -122.268359)",06/07/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001469,CAL QUICKLY,"2505-G HEARST AVE
BERKELEY, CA
(37.875072, -122.260226)",08/07/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000222,RIVOLI RESTAURANT,"1539 SOLANO AVE
BERKELEY, CA
(37.890984, -122.286311)",01/09/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001005,TIVOLI CAFE,"2554 BANCROFT WAY
BERKELEY, CA
(37.868875, -122.257891)",08/29/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001962,CREEKWOOD RESTAURANT,"3121 SACRAMENTO ST
BERKELEY, CA
(37.850882, -122.278375)",12/12/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000116,STAR GROCERY,"3068 CLAREMONT AVE
BERKELEY, CA
(37.854669, -122.248047)",06/06/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000796,LO-COST LIQUOR,"2301 SAN PABLO AVE
BERKELEY, CA
(37.864445, -122.290557)",09/07/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001243,PURPLE KOW,"2164 CENTER ST
BERKELEY, CA
(37.870505, -122.266608)",11/29/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001851,THE FLYING FALAFEL,"2114 SHATTUCK AVE
BERKELEY, CA
(37.870904, -122.268262)",12/03/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000661,CAFFE CHIANE,"2500 SAN PABLO AVE SW
BERKELEY, CA
(37.861078, -122.289632)",02/01/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001688,YELIJIN KIMCHI GARDEN,"2517 DURANT AVE
BERKELEY, CA
(37.8679, -122.258302)",10/12/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000223,VANESSA'S BISTRO,"1715 SOLANO AVE
BERKELEY, CA
(37.891206, -122.282283)",10/15/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001781,SAFEWAY COMMUNITY MARKETS #2453,"1550 SHATTUCK AVE
BERKELEY, CA
(37.878899, -122.269196)",09/28/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000149,SAUL'S RESTAURANT,"1475 SHATTUCK AVE
BERKELEY, CA
(37.880686, -122.269288)",02/01/2019,1,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001634,SMART MART,"1951 SHATTUCK AVE
BERKELEY, CA
(37.872855, -122.268473)",08/24/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000146,SOOP,"1511-A SHATTUCK AVE
BERKELEY, CA
(37.879781, -122.269181)",02/05/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000529,CHIPOTLE MEXICAN GRILL,"2311 TELEGRAPH AVE
BERKELEY, CA
(37.868364, -122.259113)",08/20/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001623,UDUPI PALACE,"1903 UNIVERSITY AVE
BERKELEY, CA
(37.871616, -122.272924)",07/09/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001695,URBANN TURBANN,"1870 EUCLID AVE
BERKELEY, CA
(37.875305, -122.260185)",01/23/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001658,BARTAVELLE ANNEX,"1609 SAN PABLO AVE
BERKELEY, CA
(37.874794, -122.29391)",09/14/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000416,GIOIA PIZZERIA,"1586 HOPKINS ST
BERKELEY, CA
(37.88193, -122.281444)",01/10/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001432,U CAFE,"2550 DURANT AVE
BERKELEY, CA
(37.867959, -122.257833)",08/20/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000375,EMILIA'S,"2995 SHATTUCK AVE
BERKELEY, CA
(37.855432, -122.266519)",11/02/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001683,ETHIOPIAN RESTAURANT,"3212 ADELINE ST
BERKELEY, CA
(37.850233, -122.270949)",11/27/2018,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000386,DERBY FOOD CENTER,"2707 COLLEGE AVE
BERKELEY, CA
(37.861795, -122.253525)",09/17/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001917,JUICE APPEAL,"150 BERKELEY SQ
BERKELEY, CA
(37.87048, -122.267779)",02/07/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000102,HALAL FOOD MARKET,"1964 SAN PABLO AVE
BERKELEY, CA
(37.86971, -122.292421)",12/07/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001987,THE BUTCHER'S SON,"1954 UNIVERSITY AVE
BERKELEY, CA
(37.871668, -122.271771)",11/07/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001786,LA CAPILLA,"1106 UNIVERSITY AVE
BERKELEY, CA
(37.869086, -122.291881)",01/14/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000418,MASSE'S PASTRIES,"1469 SHATTUCK AVE
BERKELEY, CA
(37.88069, -122.269289)",02/07/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001810,ABE'S PIZZA,"2340 TELEGRAPH AVE
BERKELEY, CA
(37.868001, -122.259034)",10/15/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000151,MITAMA,"3201 07 COLLEGE AVE
BERKELEY, CA
(37.851092, -122.252454)",10/31/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000319,TAKO SUSHI,"2379 TELEGRAPH AVE
BERKELEY, CA
(37.867301, -122.258889)",12/18/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001361,24 HOUR FITNESS #583,"2072 ADDISON ST
BERKELEY, CA
(37.871082, -122.268954)",08/31/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001752,PACIFIC STANDARD TAP ROOM,"2055-D CENTER ST
BERKELEY, CA
(37.870135, -122.269344)",01/23/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000679,PANCHO'S MEXICAN RESTAURANT,"2521-B DURANT AVE
BERKELEY, CA
(37.867947, -122.257926)",06/14/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000997,SUBWAY #26628,"2618 TELEGRAPH AVE
BERKELEY, CA
(37.862532, -122.258841)",01/02/2019,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000571,PEET'S COFFEE & TEA/4TH,"1776 FOURTH ST
BERKELEY, CA
(37.870459, -122.300803)",09/11/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001014,A'CUPPA TEA,"2992 COLLEGE AVE
BERKELEY, CA
(37.856215, -122.252967)",01/09/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001934,WEST COAST PIZZA,"1706 UNIVERSITY AVE
BERKELEY, CA
(37.870944, -122.277358)",10/04/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001511,SMOKE'S POUTINERIE,"2518-A DURANT AVE
BERKELEY, CA
(37.867905, -122.258265)",02/14/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001156,KIKU SUSHI,"1316 GILMAN ST
BERKELEY, CA
(37.881281, -122.289344)",10/02/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000791,DETOUR CAFE,"2001 DWIGHT WY
BERKELEY, CA
(37.863652, -122.269843)",01/30/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000665,NINA'S CAFE,"2703 SEVENTH ST
BERKELEY, CA
(37.856507, -122.292881)",10/29/2018,0,0,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0000419,"THE CHEESE BOARD, INC.","1504 SHATTUCK AVE
BERKELEY, CA
(37.880147, -122.26935)",02/14/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000350,LA NOTE,"2377 SHATTUCK AVE
BERKELEY, CA
(37.866195, -122.267556)",02/20/2019,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000186,MAGNANI POULTRY,"1576 HOPKINS ST
BERKELEY, CA
(37.88173, -122.281843)",01/24/2019,1,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000214,CACTUS TAQUERIA SOLANO,"1881 SOLANO AVE
BERKELEY, CA
(37.891448, -122.277849)",12/19/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000488,BOB'S LIQUORS 1099/1615,"2842 SACRAMENTO ST
BERKELEY, CA
(37.856115, -122.279702)",01/24/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000695,KYAKAMEENA SANITORIUM,"2131 CARLETON ST
BERKELEY, CA
(37.861512, -122.265073)",12/06/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001575,AB'S CAFFE,"1842 EUCLID AVE
BERKELEY, CA
(37.875624, -122.26025)",12/04/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001225,STELLA NONA INC.,"1407 SAN PABLO AVE
BERKELEY, CA
(37.87836, -122.295063)",12/05/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000097,EVERETT & JONES BARBECUE,"1955 SAN PABLO AVE
BERKELEY, CA
(37.869706, -122.292258)",09/21/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000446,ZUT ON FOURTH,"1820 FOURTH ST
BERKELEY, CA
(37.869695, -122.300554)",09/20/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001984,RENE,"1250 ADDISON ST
BERKELEY, CA
(37.868792, -122.286984)",09/05/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001338,GREAT CHINA,"2190 BANCROFT WAY
BERKELEY, CA
(37.867787, -122.266273)",01/16/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000098,BING'S LIQUOR  1099/1615,"1801 SAN PABLO AVE
BERKELEY, CA
(37.871491, -122.292834)",01/09/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000801,KAN'S CAFETERIA,"1100 EASTSHORE HWY
BERKELEY, CA
(37.885683, -122.308114)",01/09/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001896,SUNRISE DELI,"2456 BANCROFT WAY
BERKELEY, CA
(37.868577, -122.260259)",11/29/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000366,PEET'S COFFEE & TEA/TEL,"2501 TELEGRAPH AVE
BERKELEY, CA
(37.865121, -122.258455)",10/18/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000198,GORDO TAQUERIA,"2989 COLLEGE AVE
BERKELEY, CA
(37.856411, -122.252987)",01/18/2019,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000213,NOAH'S BAGELS/SOL,"1883 SOLANO AVE
BERKELEY, CA
(37.891454, -122.277744)",12/19/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000788,CVS PHARMACY #3026,"2300 SHATTUCK AVE
BERKELEY, CA
(37.867176, -122.267802)",01/28/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000681,GATHER,"2200 OXFORD ST
BERKELEY, CA
(37.869625, -122.265892)",05/31/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001895,BONCHON,"2050 BERKELEY WAY
BERKELEY, CA
(37.87288, -122.269228)",11/20/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001941,FAMOUS BAO,"2116 SHATTUCK AVE
BERKELEY, CA
(37.870711, -122.268234)",11/27/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000235,XTRA OIL CO/CHEVRON/SHAT,"2996 SHATTUCK AVE
BERKELEY, CA
(37.855411, -122.266516)",11/09/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000623,ANGELINE'S LOUISIANA KITCHEN,"2261 SHATTUCK AVE
BERKELEY, CA
(37.86821, -122.267779)",10/02/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000797,ANNAHER GROCERY & LIQUORS,"2451 SAN PABLO AVE
BERKELEY, CA
(37.861198, -122.289515)",02/06/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000767,CAFE MILANO,"2522 BANCROFT WY
BERKELEY, CA
(37.868787, -122.258609)",01/18/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000103,DAVE'S UNION 76  1099/1615,"849 UNIVERSITY AVE
BERKELEY, CA
(37.86819, -122.296957)",09/13/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001085,EAT @ THAI,"1181 UNIVERSITY AVE
BERKELEY, CA
(37.869414, -122.290121)",09/10/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000094,THE SMOKE HOUSE,"3115 TELEGRAPH AVE
BERKELEY, CA
(37.853209, -122.260044)",10/09/2018,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000782,NANAYIRO RESTAURANT,"2399 SHATTUCK AVE
BERKELEY, CA
(37.866024, -122.267537)",02/21/2019,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001329,FERTILE GROUNDS,"1796 SHATTUCK AVE
BERKELEY, CA
(37.874824, -122.268763)",08/17/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001868,TARGET,"1414 UNIVERSITY AVE
BERKELEY, CA
(37.870096, -122.283932)",01/22/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000284,HIMALAYAN FLAVORS,"1585 UNIVERSITY AVE
BERKELEY, CA
(37.870706, -122.28009)",07/09/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001982,TACUBAYA,"1782 4TH ST
BERKELEY, CA
(37.870839, -122.300923)",,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001598,MUSASHI CORP. C/O TOKYO FISH MARKET,"1222 SAN PABLO AVE
BERKELEY, CA
(37.881847, -122.29632)",04/05/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000351,TUK TUK THAI CAFE,"2468 SHATTUCK AVE
BERKELEY, CA
(37.864453, -122.267493)",02/21/2019,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001200,LITTLE LOTUS HOUSE RESTAURANT,"2517-A DURANT AVE
BERKELEY, CA
(37.8679, -122.258302)",11/07/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001734,MOMO,"2505-B HEARST AVE
BERKELEY, CA
(37.875072, -122.260226)",08/06/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001141,DAISO BERKELEY,"2369 TELEGRAPH AVE
BERKELEY, CA
(37.867439, -122.258918)",10/24/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001686,BOPSHOP KOREAN KITCHEN,"1823 SOLANO AVE
BERKELEY, CA
(37.891367, -122.279258)",01/07/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000414,JERUSALEM ORGANIC KITCHEN,"1897 SOLANO AVE
BERKELEY, CA
(37.89148, -122.277294)",12/10/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000383,ETHIOPIA RESTAURANT,"2955 TELEGRAPH AVE
BERKELEY, CA
(37.856764, -122.259551)",02/14/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000101,INDUS FOOD CENTER,"1920 SAN PABLO AVE
BERKELEY, CA
(37.870063, -122.292535)",01/14/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000671,ALEGIO CHOCOLATE,"1511 E SHATTUCK AVE
BERKELEY, CA
(37.879781, -122.269181)",02/06/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001700,SENS HOTEL CAFE & BISTRO,"1540 SHATTUCK AVE
BERKELEY, CA
(37.879353, -122.269252)",02/11/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000390,RICK & ANN'S INC.,"2922 DOMINGO AVE
BERKELEY, CA
(37.858677, -122.243937)",01/17/2019,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000472,TIP TOP LIQUORS & DELI  1099/1615,"3012 SAN PABLO AVE
BERKELEY, CA
(37.851648, -122.286585)",11/26/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001870,SUSHI SECRETS,"2110 SHATTUCK AVE
BERKELEY, CA
(37.870979, -122.268269)",10/02/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000008,GALLEGOS MEXICAN FOOD,"2200 SAN PABLO AVE
BERKELEY, CA
(37.866206, -122.29129)",12/03/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001605,DDC CAFE,"2017 SHATTUCK AVE
BERKELEY, CA
(37.871715, -122.268367)",08/01/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001737,PEOPLE'S CAFE,"61 SHATTUCK SQ
BERKELEY, CA
(37.87179, -122.267789)",01/08/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000927,LA MISSION MEXICAN GRILL,"1255 UNIVERSITY AVE
BERKELEY, CA
(37.869709, -122.287821)",07/18/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000657,AMPHORA NUEVA BERK. OLIVE OIL,"2928 DOMINGO AVE
BERKELEY, CA
(37.858616, -122.243928)",10/17/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001823,HENRY'S PUB,"2600 DURANT AVE
BERKELEY, CA
(37.868164, -122.256314)",08/16/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0002022,JUICE ORIGINZ,"2493 TELEGRAPH AVE
BERKELEY, CA
(37.865254, -122.258471)",,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001750,LONG LIFE VEGI HOUSE,"1725 UNIVERSITY AVE
BERKELEY, CA
(37.871132, -122.276743)",07/05/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000413,BANGKOK JAM,"1892 SOLANO AVE
BERKELEY, CA
(37.891472, -122.277432)",12/20/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001674,ROSE GARDEN INN,"2740 TELEGRAPH AVE
BERKELEY, CA
(37.85997, -122.259197)",11/19/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000271,THE HOMEMADE CAFE,"2454 SACRAMENTO ST
BERKELEY, CA
(37.86297, -122.281294)",12/10/2018,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001856,VITALITY BOWLS,"1625 SHATTUCK AVE
BERKELEY, CA
(37.877352, -122.268928)",10/26/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000467,SKATES ON THE BAY,"100 SEAWALL DR
BERKELEY, CA
(37.863611, -122.317566)",10/30/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001306,EUREKA!,"2068 CENTER ST
BERKELEY, CA
(37.870179, -122.269015)",12/20/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000010,ST. HELENA WINE CO.,"2198 SAN PABLO AVE
BERKELEY, CA
(37.866579, -122.291411)",01/29/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001679,SUPER SUPER RESTAURANT,"1428 SAN PABLO AVE
BERKELEY, CA
(37.877688, -122.294977)",11/26/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001399,STANDARD FARE,"2701 8TH ST
BERKELEY, CA
(37.856919, -122.291833)",10/10/2018,0,0,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0000506,HOUSE OF CURRIES,"2984 COLLEGE AVE
BERKELEY, CA
(37.856431, -122.252989)",01/02/2019,0,1,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0000378,SHEN HUA,"2914 COLLEGE AVE
BERKELEY, CA
(37.858092, -122.253153)",10/30/2018,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000584,JIGAR,"2134 OXFORD ST
BERKELEY, CA
(37.870417, -122.265937)",10/11/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001775,SAFEWAY COMMUNITY MARKETS #2451,"1850 SOLANO AVE
BERKELEY, CA
(37.891404, -122.278607)",09/27/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000112,CAFE LEILA,"1724 SAN PABLO AVE
BERKELEY, CA
(37.872582, -122.293343)",11/26/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001614,BRITTANY CREPES,"913 UNIVERSITY AVE
BERKELEY, CA
(37.868362, -122.296137)",09/14/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001567,THE SUNNY SIDE CAFE,"2136 OXFORD ST
BERKELEY, CA
(37.870271, -122.265921)",01/10/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000356,CAFE TIBET,"2020 UNIVERSITY AVE
BERKELEY, CA
(37.871891, -122.270018)",10/04/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001051,BERKELEY BOWL WEST #4-MEAT MKT,"920 HEINZ AVE
BERKELEY, CA
(37.853814, -122.290274)",01/15/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
